Job,Province,Min_Years,Max_Years,Min_Salary,Max_Salary
Factory and Manufacturer,Jakarta,1,3,30000000,50000000
Sales,Jawa,1,3,2000000,3500000
Internet & New Media,Jakarta,5,10,8000000,15000000
Factory and Manufacturer,Jawa,3,5,9000000,17500000
Hospitality & Travel,Jakarta,1,3,3500000,4000000
Sales,Jakarta,1,3,3500000,4300000
Sales,Jakarta,1,3,5250000,7500000
Other,Jakarta,3,5,5000000,6000000
Art & Design,Jakarta,1,3,11000000,20000000
Sales,Jawa,10,20,70000000,80000000
Research & Development,Jakarta,10,20,70000000,80000000
Sales,Jawa,5,10,28500000,43100000
Administration,Jawa,0,1,7000000,10000000
Factory and Manufacturer,Jakarta,3,5,10473813.611702494,52369068.05851247
Hospitality & Travel,Jawa,5,10,15000000,25000000
"Accounting, Finance, Banking",Jakarta,1,3,7000000,15000000
Hospitality & Travel,Jakarta,1,3,4700000,6000000
Factory and Manufacturer,Jawa,5,10,20000000,30000000
Human Resources & General Affair,Jakarta,1,3,10000000,13000000
Art & Design,Jakarta,1,3,20000000,50000000
Consultant,Jakarta,1,3,5000000,7000000
"Accounting, Finance, Banking",Jakarta,3,5,31421440.83510748,52369068.05851247
Factory and Manufacturer,Jakarta,5,10,5000000,7000000
Hospitality & Travel,Jakarta,1,3,5000000,12000000
Factory and Manufacturer,Jakarta,0,1,1500000,1500000
Human Resources & General Affair,Jawa,1,3,15000000,20000000
Factory and Manufacturer,Jawa,1,3,11000000,11000000
Factory and Manufacturer,Jakarta,1,3,3000000,5000000
Factory and Manufacturer,Jakarta,3,5,36078065.85919758,50509292.20287661
Factory and Manufacturer,Jakarta,1,3,15710720.41755374,26184534.029256236
Factory and Manufacturer,Jawa,0,1,5236906.805851247,8379050.889361994
Internet & New Media,Jakarta,0,1,5000000,12500000
Other,Jakarta,5,10,20947627.22340499,36658347.640958734
Business,Jakarta,1,3,10000000,20000000
Factory and Manufacturer,Jawa,0,1,3142144.0835107476,5236906.805851247
Sales,Jakarta,3,5,4500000,6000000
Human Resources & General Affair,Jakarta,1,3,6000000,12000000
Marketing,Jawa,1,3,4000000,6000000
Sales,Jakarta,1,3,12568576.33404299,15710720.41755374
Journalistic and Entertainment,Jawa,1,3,8000000,15000000
Data Analyst & Data Science,Jawa,5,10,20000000,35000000
Hospitality & Travel,Jawa,1,3,11000000,20000000
Factory and Manufacturer,Sumatera,0,1,500000,3500000
Factory and Manufacturer,Jakarta,1,3,4500000,8000000
Hospitality & Travel,Sumatera,3,5,12000000,16000000
Administration,Jakarta,3,5,10000000,12000000
Sales,Jakarta,3,5,28862452.687358063,43293679.0310371
Other,Jawa,3,5,28862452.687358063,43293679.0310371
"Accounting, Finance, Banking",Jawa,1,3,15710720.41755374,15710720.41755374
Business,Jawa,3,5,10473813.611702494,26184534.029256236
"Accounting, Finance, Banking",Sumatera,1,3,4000000,10000000
Internet & New Media,Sumatera,3,5,20947627.22340499,28279296.751596734
Factory and Manufacturer,Sumatera,1,3,8000000,12000000
Factory and Manufacturer,Jawa,1,3,4000000,5000000
Sales,Jakarta,3,5,6000000,12000000
Research & Development,Jakarta,3,5,20000000,26000000
Other,Jakarta,5,10,20000000,26000000
Factory and Manufacturer,Jawa,0,1,4000000,4500000
Factory and Manufacturer,Jakarta,5,10,30000000,50000000
Sales,Jawa,1,3,12000000,16000000
Art & Design,Jakarta,1,3,12000000,16000000
Art & Design,Jakarta,1,3,5000000,7000000
Factory and Manufacturer,Jakarta,0,1,1200000,1500000
Internet & New Media,Jakarta,0,1,2400000,2400000
Business,Jawa,5,10,11027259,14479436
"Accounting, Finance, Banking",Jakarta,1,3,5000000,6000000
Human Resources & General Affair,Jakarta,1,3,3800000,4500000
Art & Design,Jakarta,1,3,5000000,6000000
Factory and Manufacturer,Jakarta,3,5,12000000,15000000
Public Relation,Jakarta,10,20,40000000,50000000
Public Relation,Jawa,0,1,4000000,5000000
Factory and Manufacturer,Jakarta,3,5,10473813.611702494,31421440.83510748
Factory and Manufacturer,Jakarta,3,5,8379050.889361994,20947627.22340499
Other,Jakarta,1,3,10000000,15000000
Data Analyst & Data Science,Jakarta,3,5,4500000,6000000
Sales,Jakarta,1,3,2000000,3000000
Factory and Manufacturer,Jawa,1,3,15000000,20000000
Factory and Manufacturer,Jakarta,1,3,1750000,3000000
Factory and Manufacturer,Jawa,1,3,4500000,5000000
Factory and Manufacturer,Jawa,1,3,3500000,5000000
Factory and Manufacturer,Jawa,1,3,15000000,15000000
Factory and Manufacturer,Jakarta,0,1,3000000,6000000
Research & Development,Jakarta,1,3,4000000,5500000
Business,Jawa,3,5,15000000,20000100
Factory and Manufacturer,Jawa,1,3,4000000,5000000
Other,Jawa,1,3,5000000,7000000
Law,Jakarta,1,3,4000000,5000000
Business,Jakarta,0,1,4000000,5000000
Factory and Manufacturer,Jakarta,1,3,3000000,4000000
Education,Jakarta,3,5,17000000,21000000
Art & Design,Jakarta,1,3,6000000,8000000
Factory and Manufacturer,Jakarta,1,3,2000000,2500000
Data Analyst & Data Science,Jawa,10,20,25000000,30000000
Other,Sumatera,5,10,40000000,50000000
Public Relation,Jakarta,1,3,4310000,6000000
Research & Development,Jakarta,1,3,3000000,5000000
Factory and Manufacturer,Jakarta,3,5,10473813.611702494,26184534.029256236
Hospitality & Travel,Jakarta,3,5,10473813.611702494,26184534.029256236
Journalistic and Entertainment,Jakarta,3,5,10473813.611702494,26184534.029256236
Other,Jawa,1,3,6000000,12000000
Factory and Manufacturer,Jakarta,1,3,3500000,3500000
"Accounting, Finance, Banking",Jawa,1,3,3500000,4500000
Factory and Manufacturer,Jakarta,1,3,4200000,4700000
Administration,Jawa,0,1,4600000,6000000
"Accounting, Finance, Banking",Jakarta,1,3,8000000,17000000
Administration,Jakarta,1,3,18852864.50106449,20947627.22340499
Art & Design,Jawa,3,5,25000000,25000000
"Accounting, Finance, Banking",Jawa,1,3,5000000,6000000
"Accounting, Finance, Banking",Jakarta,3,5,8379050.889361994,16758101.778723989
Other,Jakarta,3,5,8379050.889361994,16758101.778723989
Data Analyst & Data Science,Jakarta,3,5,12568576.33404299,26184534.029256236
Hospitality & Travel,Jawa,1,3,6000000,6000000
Internet & New Media,Jawa,5,10,15000000,21000000
Factory and Manufacturer,Jawa,1,3,7000000,10000000
Hospitality & Travel,Jawa,1,3,5000000,10000000
Public Relation,Jawa,0,1,1500000,2000000
Factory and Manufacturer,Jawa,1,3,7331669.528191745,9426432.250532245
Administration,Jawa,1,3,7000000,12000000
"Accounting, Finance, Banking",Jakarta,3,5,8379050.889361994,15710720.41755374
Factory and Manufacturer,Jakarta,3,5,8379050.889361994,15710720.41755374
Factory and Manufacturer,Jakarta,3,5,20947627.22340499,41895254.44680998
Marketing,Jakarta,1,3,8000000,11000000
Business,Jakarta,0,1,4500000,7500000
Factory and Manufacturer,Jakarta,1,3,9000000,17000000
Factory and Manufacturer,Jawa,1,3,4000000,5000000
Factory and Manufacturer,Jakarta,1,3,3700000,3700000
"Accounting, Finance, Banking",Jakarta,1,3,4500000,6000000
Business,Jawa,3,5,20000000,30000000
Other,Sumatera,3,5,20000000,30000000
Hospitality & Travel,Sumatera,3,5,17000000,31000000
Factory and Manufacturer,Sumatera,1,3,4000000,6000000
Public Relation,Jakarta,0,1,3500000,4000000
Factory and Manufacturer,Jawa,5,10,20947627.22340499,31421440.83510748
Other,Jakarta,3,5,10473813.611702494,15710720.41755374
Other,Jawa,0,1,3000000,15000000
Factory and Manufacturer,Jakarta,3,5,15000000,20000000
Law,Jakarta,3,5,10473813.611702494,18852864.50106449
Other,Jakarta,3,5,15000000,20000000
"Accounting, Finance, Banking",Sumatera,5,10,20947627.22340499,52369068.05851247
Public Relation,Sumatera,3,5,10000000,20000000
Factory and Manufacturer,Jawa,1,3,10000000,15000000
Sales,Jakarta,1,3,20947627.22340499,26184534.029256236
Public Relation,Jakarta,1,3,72000000,72000000
Administration,Jakarta,3,5,10000000,20000000
"Accounting, Finance, Banking",Jawa,1,3,10000000,12000000
Internet & New Media,Jakarta,1,3,5000000,8000000
Factory and Manufacturer,Jakarta,1,3,2000000,2000000
Other,Jakarta,5,10,12000000,15000000
Factory and Manufacturer,Jakarta,5,10,12000000,15000000
Other,Jawa,1,3,5000000,6000000
Hospitality & Travel,Jakarta,3,5,12568576.33404299,20947627.22340499
Factory and Manufacturer,Jawa,3,5,15000000,20000000
Business,Jakarta,3,5,18852864.50106449,31421440.83510748
Hospitality & Travel,Jakarta,1,3,3600000,4400000
Sales,Jakarta,3,5,18852864.50106449,24089771.306915734
Factory and Manufacturer,Jawa,5,10,36658347.640958734,41895254.44680998
Sales,Jakarta,3,5,10473813.611702494,15710720.41755374
Sales,Jawa,3,5,15710720.41755374,20947627.22340499
Human Resources & General Affair,Jakarta,5,10,8000000,8000000
Business,Jawa,1,3,4000000,5000000
Security,Jakarta,3,5,10000000,18000000
Internet & New Media,Sumatera,1,3,5000000,15000000
Art & Design,Jakarta,5,10,41895254.44680998,62842881.67021496
Factory and Manufacturer,Jawa,1,3,6000000,8000000
Factory and Manufacturer,Jakarta,3,5,20947627.22340499,26184534.029256236
Business,Jakarta,1,3,50000000,50000000
Business,Jakarta,0,1,4750000,4750000
Sales,Sumatera,5,10,10473813.611702494,26184534.029256236
Research & Development,Jakarta,5,10,20947627.22340499,41895254.44680998
Art & Design,Jakarta,1,3,10000000,20000000
Factory and Manufacturer,Jakarta,1,3,10000000,20000000
Journalistic and Entertainment,Jawa,1,3,3500000,4500000
Art & Design,Jakarta,1,3,2000000,4000000
Administration,Jakarta,3,5,15000000,25000000
Other,Jakarta,3,5,15000000,25000000
Factory and Manufacturer,Sumatera,1,3,10473813.611702494,31421440.83510748
Factory and Manufacturer,Jakarta,1,3,5000000,7000000
Research & Development,Jakarta,1,3,5000000,5250000
"Accounting, Finance, Banking",Sumatera,1,3,5500000,7000000
Business,Sumatera,1,3,5000000,10000000
Internet & New Media,Jakarta,1,3,25000000,35000000
Hospitality & Travel,Sumatera,3,5,12000000,25000000
Hospitality & Travel,Jawa,10,20,70000000,80000000
Factory and Manufacturer,Jakarta,3,5,5000000,15000000
Factory and Manufacturer,Jakarta,3,5,7000000,17000000
Hospitality & Travel,Jawa,3,5,7000000,17000000
Internet & New Media,Jawa,3,5,7000000,17000000
Sales,Jakarta,3,5,7000000,17000000
Factory and Manufacturer,Jakarta,3,5,7000000,17000000
Art & Design,Jakarta,0,1,4000000,5000000
Factory and Manufacturer,Jakarta,0,1,1000000,1500000
Data Analyst & Data Science,Jakarta,1,3,5000000,5000000
Factory and Manufacturer,Jakarta,3,5,10000000,15000000
Factory and Manufacturer,Jakarta,1,3,4500000,6000000
Other,Jakarta,10,20,20000000,30000000
Hospitality & Travel,Jawa,3,5,12000000,15000000
Art & Design,Jawa,1,3,15000000,17000000
Factory and Manufacturer,Jawa,3,5,10473813.611702494,20947627.22340499
"Accounting, Finance, Banking",Sumatera,1,3,7000000,7000000
Business,Jakarta,1,3,4500000,5500000
Education,Jawa,5,10,20000000,25000000
Factory and Manufacturer,Jawa,5,10,15000000,20000000
Research & Development,Jakarta,1,3,7000000,8000000
Factory and Manufacturer,Jakarta,5,10,28862452.687358063,36078065.85919758
Factory and Manufacturer,Jawa,5,10,15710720.41755374,21995008.584575236
Research & Development,Jakarta,5,10,20947627.22340499,47132161.25266122
"Accounting, Finance, Banking",Sumatera,3,5,10000000,20000000
Business,Jakarta,1,3,25000000,25000000
Sales,Jakarta,5,10,26184534.029256236,36658347.640958734
Factory and Manufacturer,Jakarta,3,5,6000000,10000000
Sales,Jawa,0,1,4000000,5000000
Internet & New Media,Jawa,1,3,6000000,10000000
"Accounting, Finance, Banking",Jakarta,1,3,6000000,9000000
Factory and Manufacturer,Jawa,3,5,10000000,40000000
Research & Development,Jakarta,3,5,14663339.05638349,17805483.139894236
Factory and Manufacturer,Jawa,3,5,10000000,12000000
"Accounting, Finance, Banking",Jawa,1,3,3000000,3500000
Factory and Manufacturer,Jawa,1,3,6500000,10000000
Hospitality & Travel,Bali dan Nusa Tenggara,1,3,13000000,23000000
Internet & New Media,Jakarta,1,3,4500000,10000000
Administration,Jakarta,1,3,6500000,8000000
Factory and Manufacturer,Jawa,5,10,26184534.029256236,31421440.83510748
"Accounting, Finance, Banking",Jakarta,5,10,26184534.029256236,31421440.83510748
Other,Jawa,0,1,1500000,2000000
Asuransi,Jakarta,0,1,5236906.805851247,10473813.611702494
Education,Bali dan Nusa Tenggara,1,3,4000000,4500000
Factory and Manufacturer,Jakarta,5,10,15710720.41755374,23042389.945745483
Factory and Manufacturer,Jakarta,1,3,7000000,12000000
Factory and Manufacturer,Jakarta,1,3,3800000,4200000
Other,Jakarta,3,5,20947627.22340499,31421440.83510748
Hospitality & Travel,Jakarta,1,3,8000000,18000000
"Accounting, Finance, Banking",Jakarta,3,5,29326678.11276698,33516203.557447977
Business,Jakarta,1,3,7000000,15000000
Hospitality & Travel,Jakarta,5,10,15710720.41755374,31421440.83510748
Factory and Manufacturer,Jakarta,1,3,10000000,12000000
Administration,Jawa,3,5,10000000,20000000
Art & Design,Jakarta,5,10,10000000,15000000
Hospitality & Travel,Jawa,3,5,15000000,20000000
Education,Jawa,3,5,10473813.611702494,15710720.41755374
Factory and Manufacturer,Jawa,1,3,5000000,7000000
Factory and Manufacturer,Jawa,1,3,3000000,4000000
Public Relation,Jakarta,3,5,10000000,15000000
Consultant,Jakarta,1,3,14431226.343679031,17317471.612414837
Factory and Manufacturer,Jawa,3,5,25000000,35000000
"Accounting, Finance, Banking",Jakarta,1,3,11000000,20000000
Administration,Jakarta,1,3,4500000,7000000
Public Relation,Jakarta,1,3,10000000,15000000
Art & Design,Jakarta,1,3,2500000,3500000
Public Relation,Jakarta,1,3,5000000,8000000
Research & Development,Jakarta,1,3,2500000,3000000
Factory and Manufacturer,Jakarta,3,5,15710720.41755374,26184534.029256236
Internet & New Media,Jakarta,5,10,26184534.029256236,52369068.05851247
Factory and Manufacturer,Sumatera,1,3,3500000,5000000
Law,Sumatera,1,3,8000000,18000000
Other,Jakarta,1,3,4000000,5500000
Factory and Manufacturer,Jakarta,1,3,8379050.889361994,10473813.611702494
Marketing,Jakarta,3,5,5500000,8000000
Factory and Manufacturer,Bali dan Nusa Tenggara,1,3,5000000,10000000
Factory and Manufacturer,Jakarta,3,5,25000000,60000000
Factory and Manufacturer,Jakarta,3,5,25000000,60000000
Internet & New Media,Jawa,3,5,10000000,30000000
Factory and Manufacturer,Jawa,1,3,4000000,8000000
Business,Jakarta,1,3,5000000,12000000
Data Analyst & Data Science,Jawa,3,5,8000000,15000000
Hospitality & Travel,Jakarta,5,10,12000000,20000000
Hospitality & Travel,Jawa,3,5,6000000,10000000
Business,Jakarta,0,1,2500000,4000000
Hospitality & Travel,Jakarta,3,5,10000000,16000000
Internet & New Media,Jakarta,1,3,7000000,15000000
Other,Jakarta,3,5,25976207.418622255,36078065.85919758
Factory and Manufacturer,Jakarta,3,5,10000000,15000000
Factory and Manufacturer,Jakarta,1,3,20000000,30000000
Factory and Manufacturer,Jakarta,1,3,15000000,25000000
Internet & New Media,Jakarta,1,3,3000000,5000000
"Accounting, Finance, Banking",Jakarta,1,3,15710720.41755374,26184534.029256236
Art & Design,Jawa,1,3,3000000,3500000
Sales,Jakarta,1,3,7331669.528191745,13615957.695213242
Business,Jawa,1,3,4700000,5000000
Art & Design,Jakarta,3,5,15710720.41755374,20947627.22340499
Factory and Manufacturer,Jakarta,3,5,40000000,40000000
Art & Design,Sumatera,1,3,2000000,3000000
Factory and Manufacturer,Jakarta,3,5,20000000,30000000
Internet & New Media,Jakarta,5,10,10473813.611702494,20947627.22340499
Factory and Manufacturer,Jawa,1,3,8000000,18000000
Factory and Manufacturer,Jawa,1,3,7000000,10000000
Other,Jawa,5,10,20000000,30000000
Factory and Manufacturer,Jakarta,0,1,4189525.444680997,4189525.444680997
Factory and Manufacturer,Jakarta,1,3,4000000,4000000
Factory and Manufacturer,Jawa,10,20,15000000,20000000
Factory and Manufacturer,Jawa,1,3,8000000,10000000
Factory and Manufacturer,Jakarta,1,3,5000000,7000000
Research & Development,Jakarta,3,5,9000000,15000000
Factory and Manufacturer,Jawa,1,3,6000000,12000000
Law,Jakarta,3,5,20000000,30000000
Journalistic and Entertainment,Jawa,3,5,20000000,30000000
Internet & New Media,Jakarta,3,5,20000000,30000000
"Accounting, Finance, Banking",Jakarta,0,1,4000000,5000000
"Accounting, Finance, Banking",Sumatera,1,3,8000000,12000000
Human Resources & General Affair,Jakarta,1,3,4000000,5000000
Other,Jakarta,0,1,4500000,7000000
Research & Development,Jakarta,10,20,55000000,65000000
Internet & New Media,Jakarta,1,3,5000000,10000000
"Accounting, Finance, Banking",Sumatera,3,5,10473813.611702494,15710720.41755374
Journalistic and Entertainment,Jawa,3,5,10473813.611702494,15710720.41755374
"Accounting, Finance, Banking",Sumatera,3,5,10473813.611702494,15710720.41755374
Factory and Manufacturer,Bali dan Nusa Tenggara,1,3,7000000,10000000
Sales,Bali dan Nusa Tenggara,10,20,60000000,70000000
Factory and Manufacturer,Jakarta,3,5,25000000,25000000
Business,Jakarta,3,5,10473813.611702494,15710720.41755374
Marketing,Jakarta,1,3,6000000,10000000
Sales,Jawa,3,5,7000000,12000000
Business,Jakarta,3,5,3000000,3500000
Human Resources & General Affair,Jakarta,0,1,4000000,5000000
Factory and Manufacturer,Jawa,0,1,2500000,2850000
"Accounting, Finance, Banking",Jakarta,1,3,5000000,9000000
Internet & New Media,Jakarta,1,3,3800000,4400000
Journalistic and Entertainment,Jakarta,5,10,20000000,30000000
Internet & New Media,Sumatera,3,5,7000000,10000000
Administration,Jawa,1,3,15000000,22000000
Factory and Manufacturer,Jakarta,3,5,10473813.611702494,15710720.41755374
"Accounting, Finance, Banking",Jakarta,1,3,6000000,11000000
Sales,Jakarta,3,5,25000000,25000000
Sales,Jakarta,1,3,8000000,10000000
Journalistic and Entertainment,Jakarta,3,5,14000000,25000000
Factory and Manufacturer,Jakarta,1,3,4000000,5000000
"Accounting, Finance, Banking",Jakarta,1,3,10000000,16000000
Factory and Manufacturer,Jawa,1,3,3000000,5000000
"Accounting, Finance, Banking",Bali dan Nusa Tenggara,10,20,40000000,50000000
"Accounting, Finance, Banking",Jakarta,3,5,8379050.889361994,17805483.139894236
Other,Jawa,1,3,6000000,9000000
Marketing,Jakarta,3,5,25000000,25000000
Art & Design,Jawa,3,5,15000000,35000000
Other,Jakarta,5,10,15710720.41755374,26184534.029256236
Administration,Jakarta,1,3,15000000,25000000
Journalistic and Entertainment,Sumatera,1,3,5000000,7000000
Business,Jakarta,1,3,5000000,10000000
Administration,Jakarta,1,3,4231000,4500000
Business,Jawa,1,3,4000000,5000000
Factory and Manufacturer,Jakarta,5,10,10473813.611702494,20947627.22340499
Human Resources & General Affair,Jawa,1,3,11000000,11000000
Factory and Manufacturer,Jawa,1,3,6000000,10000000
Factory and Manufacturer,Jakarta,1,3,2500000,7000000
Factory and Manufacturer,Jakarta,1,3,3200000,10000000
Art & Design,Jakarta,3,5,4600000,7500000
Art & Design,Jawa,1,3,6500000,7500000
Data Analyst & Data Science,Jakarta,3,5,3000000,4500000
"Accounting, Finance, Banking",Jawa,0,1,500000,1000000
Internet & New Media,Jakarta,1,3,5000000,5000000
Factory and Manufacturer,Sumatera,3,5,5000000,7000000
Other,Jakarta,5,10,35000000,55000000
Factory and Manufacturer,Jakarta,1,3,5500000,7500000
Internet & New Media,Jawa,3,5,7000000,12000000
Internet & New Media,Jakarta,1,3,4900000,4900000
Art & Design,Jawa,3,5,26184534.029256236,31421440.83510748
Art & Design,Jakarta,5,10,30000000,35000000
Factory and Manufacturer,Jawa,3,5,10473813.611702494,10473813.611702494
Factory and Manufacturer,Jawa,1,3,4000000,5000000
Factory and Manufacturer,Jakarta,3,5,15710720.41755374,20947627.22340499
Factory and Manufacturer,Jakarta,5,10,26184534.029256236,36658347.640958734
Hospitality & Travel,Jakarta,3,5,12000000,18000000
Marketing,Jakarta,3,5,15000000,25000000
Factory and Manufacturer,Jawa,3,5,7000000,12000000
Business,Jakarta,1,3,6000000,8000000
Marketing,Jawa,1,3,15710720.41755374,20947627.22340499
Factory and Manufacturer,Jawa,3,5,2000000,3000000
Factory and Manufacturer,Sumatera,1,3,7000000,8500000
Internet & New Media,Jakarta,1,3,7000000,8500000
Factory and Manufacturer,Jakarta,1,3,5000000,6000000
Administration,Jakarta,1,3,8379050.889361994,10473813.611702494
Data Analyst & Data Science,Jawa,3,5,8379050.889361994,12568576.33404299
Hospitality & Travel,Jawa,3,5,30000000,35000000
Business,Jawa,5,10,36658347.640958734,41895254.44680998
Internet & New Media,Jakarta,1,3,5500000,7500000
Art & Design,Jakarta,1,3,3000000,3000000
Other,Jakarta,3,5,20000000,30000000
Factory and Manufacturer,Jawa,1,3,5000000,10000000
